Sample in Buffer,Sample in Window,TRIGGER,design_1_i/system_ila_0/U0/net_slot_0_axis_tdata[15:0],design_1_i/system_ila_0/U0/net_slot_0_axis_tvalid,design_1_i/system_ila_0/U0/net_slot_0_axis_tready,design_1_i/system_ila_0/U0/net_slot_0_axis_tlast,design_1_i/system_ila_0/U0/net_slot_1_axis_tdata[15:0],design_1_i/system_ila_0/U0/net_slot_1_axis_tkeep[1:0],design_1_i/system_ila_0/U0/net_slot_1_axis_tvalid,design_1_i/system_ila_0/U0/net_slot_1_axis_tready,design_1_i/system_ila_0/U0/net_slot_1_axis_tlast,Interface_(i1:s0)_(AXI_wrap_0_M_AXIS)[2:0],Interface_(i1:s1)_(axi_dma_0_M_AXIS_MM2S)[2:0],T_Channel_(i1:s0)_(AXI_wrap_0_M_AXIS)[2:0],T_Channel_(i1:s1)_(axi_dma_0_M_AXIS_MM2S)[2:0]
618,618,0,35837,1,1,0,28378,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
619,619,0,38735,1,1,0,38296,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
620,620,0,47100,1,1,0,29170,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
621,621,0,50261,1,1,0,40304,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
622,622,0,29892,1,1,0,61146,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
623,623,0,27510,1,1,0,42651,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
624,624,0,27906,1,1,0,24753,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
625,625,0,27269,1,1,0,27615,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
626,626,0,27749,1,1,0,18332,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
627,627,0,28967,1,1,0,10265,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
628,628,0,28992,1,1,0,8576,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
629,629,0,27141,1,1,0,4775,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
630,630,0,29403,1,1,0,5506,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
631,631,0,22513,1,1,0,1337,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
632,632,0,6350,1,1,0,1337,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
633,633,0,0,0,1,0,5506,3,1,1,0,"_","Active","_","Stream Beat"
634,634,0,0,0,1,0,4775,3,1,1,0,"_","Active","_","Stream Beat"
635,635,0,0,0,1,0,32732,3,1,1,0,"_","Active","_","Stream Beat"
636,636,0,0,0,1,0,45679,3,1,1,0,"_","Active","_","Stream Beat"
637,637,0,0,0,1,0,38425,3,1,1,0,"_","Active","_","Stream Beat"
638,638,0,0,0,1,0,38425,3,1,1,0,"_","Active","_","Stream Beat"
639,639,0,37707,1,1,0,45679,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
640,640,0,38222,1,1,0,32732,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
641,641,0,37174,1,1,0,28941,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
642,642,0,38452,1,1,0,35043,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
643,643,0,38783,1,1,0,40011,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
644,644,0,37970,1,1,0,33326,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
645,645,0,36641,1,1,0,24939,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
646,646,0,27527,1,1,0,14977,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
647,647,0,22066,1,1,0,29188,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
648,648,0,22694,1,1,0,25259,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
649,649,0,22264,1,1,0,19139,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
650,650,0,22473,1,1,0,26640,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
651,651,0,24101,1,1,0,23305,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
652,652,0,24096,1,1,0,24953,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
653,653,0,21227,1,1,0,22979,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
654,654,0,28075,1,1,0,29832,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
655,655,0,27644,1,1,0,26100,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
656,656,0,28527,1,1,0,29411,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
657,657,0,28530,1,1,0,25249,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
658,658,0,28087,1,1,0,31594,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
659,659,0,29463,1,1,0,32640,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
660,660,0,30333,1,1,0,27448,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
661,661,0,30067,1,1,0,23628,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
662,662,0,29198,1,1,0,39488,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
663,663,0,27085,1,1,0,22953,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
664,664,0,27317,1,1,0,34317,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
665,665,0,26815,1,1,0,46814,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
666,666,0,28515,1,1,0,34851,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
667,667,0,28125,1,1,0,34635,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
668,668,0,29409,1,1,0,44734,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
669,669,0,28996,1,1,0,38703,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
670,670,0,28434,1,1,0,32536,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
671,671,0,29437,1,1,0,28867,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
672,672,0,30501,1,1,0,28056,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
673,673,0,29799,1,1,0,22591,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
674,674,0,30384,1,1,0,33457,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
675,675,0,29085,1,1,0,28462,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
676,676,0,26156,1,1,0,23966,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
677,677,0,27093,1,1,0,26857,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
678,678,0,25249,1,1,0,22332,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
679,679,0,25748,1,1,0,27401,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
680,680,0,28038,1,1,0,36864,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
681,681,0,32519,1,1,0,37526,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
682,682,0,34900,1,1,0,38068,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
683,683,0,38067,1,1,0,29906,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
684,684,0,36391,1,1,0,35262,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
685,685,0,36437,1,1,0,29953,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
686,686,0,35387,1,1,0,38480,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
687,687,0,35075,1,1,0,29015,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
688,688,0,34147,1,1,0,32338,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
689,689,0,34281,1,1,0,30487,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
690,690,0,39570,1,1,0,34453,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
691,691,0,53683,1,1,0,34793,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
692,692,0,54188,1,1,0,44763,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
693,693,0,25426,1,1,0,55264,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
694,694,0,26862,1,1,0,27650,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
695,695,0,27173,1,1,0,17830,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
696,696,0,28081,1,1,0,3504,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
697,697,0,28759,1,1,0,7060,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
698,698,0,26498,1,1,0,15875,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
699,699,0,29685,1,1,0,16063,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
700,700,0,21308,1,1,0,11207,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
701,701,0,4097,1,1,0,468,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
702,702,0,8559,1,1,0,468,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
703,703,0,0,0,1,0,11207,3,1,1,0,"_","Active","_","Stream Beat"
704,704,0,0,0,1,0,16063,3,1,1,0,"_","Active","_","Stream Beat"
705,705,0,0,0,1,0,29411,3,1,1,0,"_","Active","_","Stream Beat"
706,706,0,0,0,1,0,41581,3,1,1,0,"_","Active","_","Stream Beat"
707,707,0,0,0,1,0,37388,3,1,1,0,"_","Active","_","Stream Beat"
708,708,0,0,0,1,0,37388,3,1,1,0,"_","Active","_","Stream Beat"
709,709,0,39192,1,1,0,41581,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
710,710,0,37268,1,1,0,29411,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
711,711,0,39116,1,1,0,32041,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
712,712,0,37355,1,1,0,43036,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
713,713,0,38333,1,1,0,38559,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
714,714,0,37422,1,1,0,30009,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
715,715,0,36713,1,1,0,33066,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
716,716,0,30168,1,1,0,17042,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
717,717,0,20498,1,1,0,17805,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
718,718,0,23173,1,1,0,20963,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
719,719,0,22602,1,1,0,16358,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
720,720,0,23558,1,1,0,19119,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
721,721,0,24083,1,1,0,28097,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
722,722,0,21058,1,1,0,31172,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
723,723,0,25903,1,1,0,26965,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
724,724,0,28224,1,1,0,27112,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
725,725,0,29141,1,1,0,22309,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
726,726,0,28624,1,1,0,24721,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
727,727,0,27524,1,1,0,25124,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
728,728,0,28913,1,1,0,27661,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
729,729,0,27622,1,1,0,29337,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
730,730,0,27655,1,1,0,29134,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
731,731,0,27636,1,1,0,29687,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
732,732,0,27380,1,1,0,29813,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
733,733,0,28021,1,1,0,32475,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
734,734,0,27451,1,1,0,28711,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
735,735,0,27288,1,1,0,36603,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
736,736,0,27179,1,1,0,37547,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
737,737,0,27553,1,1,0,36973,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
738,738,0,27324,1,1,0,37950,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
739,739,0,27959,1,1,0,48801,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
740,740,0,28986,1,1,0,49892,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
741,741,0,29861,1,1,0,47894,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
742,742,0,29479,1,1,0,30442,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
743,743,0,29669,1,1,0,22546,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
744,744,0,28650,1,1,0,29212,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
745,745,0,29884,1,1,0,23006,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
746,746,0,28069,1,1,0,21612,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
747,747,0,25395,1,1,0,26230,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
748,748,0,25809,1,1,0,25520,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
749,749,0,24698,1,1,0,27064,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
750,750,0,27283,1,1,0,35033,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
751,751,0,30894,1,1,0,41483,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
752,752,0,34068,1,1,0,33873,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
753,753,0,36755,1,1,0,30626,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
754,754,0,39143,1,1,0,27526,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
755,755,0,35627,1,1,0,34859,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
756,756,0,36086,1,1,0,30076,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
757,757,0,34502,1,1,0,36590,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
758,758,0,33522,1,1,0,34466,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
759,759,0,33301,1,1,0,28391,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
760,760,0,36799,1,1,0,28922,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
761,761,0,42070,1,1,0,35858,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
762,762,0,54070,1,1,0,47743,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
763,763,0,34676,1,1,0,57843,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
764,764,0,26296,1,1,0,38241,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
765,765,0,26245,1,1,0,5832,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
766,766,0,28306,1,1,0,204,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
767,767,0,26392,1,1,0,11369,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
768,768,0,28822,1,1,0,6355,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
769,769,0,20902,1,1,0,8653,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
770,770,0,5057,1,1,0,8387,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
771,771,0,9631,1,1,0,0,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
772,772,0,5569,1,1,0,0,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
773,773,0,0,0,1,0,8387,3,1,1,0,"_","Active","_","Stream Beat"
774,774,0,0,0,1,0,8653,3,1,1,0,"_","Active","_","Stream Beat"
775,775,0,0,0,1,0,22425,3,1,1,0,"_","Active","_","Stream Beat"
776,776,0,0,0,1,0,27468,3,1,1,0,"_","Active","_","Stream Beat"
777,777,0,0,0,1,0,47399,3,1,1,0,"_","Active","_","Stream Beat"
778,778,0,0,0,1,0,47399,3,1,1,0,"_","Active","_","Stream Beat"
779,779,0,38711,1,1,0,27468,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
780,780,0,38123,1,1,0,22425,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
781,781,0,38943,1,1,0,30591,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
782,782,0,38561,1,1,0,38398,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
783,783,0,36157,1,1,0,34386,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
784,784,0,37444,1,1,0,32421,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
785,785,0,37383,1,1,0,30865,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
786,786,0,30955,1,1,0,21979,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
787,787,0,21891,1,1,0,15826,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
788,788,0,21798,1,1,0,20681,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
789,789,0,24294,1,1,0,18876,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
790,790,0,24290,1,1,0,23669,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
791,791,0,21762,1,1,0,25450,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
792,792,0,24264,1,1,0,23023,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
793,793,0,27422,1,1,0,30444,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
794,794,0,28892,1,1,0,21299,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
795,795,0,29163,1,1,0,23463,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
796,796,0,29568,1,1,0,29258,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
797,797,0,29075,1,1,0,25436,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
798,798,0,28961,1,1,0,29317,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
799,799,0,27695,1,1,0,22863,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
800,800,0,28718,1,1,0,29118,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
801,801,0,30732,1,1,0,27290,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
802,802,0,27579,1,1,0,28453,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
803,803,0,27992,1,1,0,38147,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
804,804,0,28347,1,1,0,34362,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
805,805,0,27216,1,1,0,35338,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
806,806,0,26838,1,1,0,32067,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
807,807,0,27488,1,1,0,36390,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
808,808,0,27107,1,1,0,44471,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
809,809,0,27155,1,1,0,40714,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
810,810,0,28349,1,1,0,40474,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
811,811,0,29218,1,1,0,49693,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
812,812,0,28882,1,1,0,39006,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
813,813,0,29059,1,1,0,28654,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
814,814,0,29164,1,1,0,22088,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
815,815,0,28507,1,1,0,23519,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
816,816,0,27948,1,1,0,29380,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
817,817,0,26719,1,1,0,20396,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
818,818,0,25427,1,1,0,22149,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
819,819,0,26695,1,1,0,26228,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
820,820,0,26166,1,1,0,30560,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
821,821,0,30941,1,1,0,34513,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
822,822,0,33888,1,1,0,42008,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
823,823,0,34365,1,1,0,35345,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
824,824,0,35649,1,1,0,33385,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
825,825,0,37296,1,1,0,41257,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
826,826,0,33468,1,1,0,31638,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
827,827,0,34344,1,1,0,38909,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
828,828,0,32513,1,1,0,29482,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
829,829,0,34042,1,1,0,36958,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
830,830,0,32216,1,1,0,36535,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
831,831,0,37568,1,1,0,28746,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
832,832,0,49434,1,1,0,27873,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
833,833,0,54235,1,1,0,42172,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
834,834,0,24343,1,1,0,12475,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
835,835,0,27636,1,1,0,4971,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
836,836,0,24926,1,1,0,4831,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
837,837,0,28583,1,1,0,8609,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
838,838,0,20384,1,1,0,8376,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
839,839,0,5649,1,1,0,0,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
840,840,0,10660,1,1,0,8744,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
841,841,0,6269,1,1,0,8272,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
842,842,0,6506,1,1,0,8272,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
843,843,0,0,0,1,0,8744,3,1,1,0,"_","Active","_","Stream Beat"
844,844,0,0,0,1,0,0,3,1,1,0,"_","Active","_","Stream Beat"
845,845,0,0,0,1,0,13137,3,1,1,0,"_","Active","_","Stream Beat"
846,846,0,0,0,1,0,22107,3,1,1,0,"_","Active","_","Stream Beat"
847,847,0,0,0,1,0,36620,3,1,1,0,"_","Active","_","Stream Beat"
848,848,0,0,0,1,0,36620,3,1,1,0,"_","Active","_","Stream Beat"
849,849,0,38437,1,1,0,22107,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
850,850,0,38364,1,1,0,13137,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
851,851,0,38151,1,1,0,27007,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
852,852,0,37227,1,1,0,40225,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
853,853,0,36942,1,1,0,35285,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
854,854,0,37142,1,1,0,38723,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
855,855,0,36985,1,1,0,24960,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
856,856,0,28848,1,1,0,12396,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
857,857,0,22616,1,1,0,22873,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
858,858,0,23771,1,1,0,13739,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
859,859,0,21650,1,1,0,19126,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
860,860,0,22196,1,1,0,19902,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
861,861,0,24600,1,1,0,20828,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
862,862,0,26214,1,1,0,22439,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
863,863,0,27265,1,1,0,27544,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
864,864,0,27819,1,1,0,20544,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
865,865,0,29356,1,1,0,27756,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
866,866,0,28453,1,1,0,28777,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
867,867,0,28318,1,1,0,24778,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
868,868,0,27531,1,1,0,24517,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
869,869,0,27257,1,1,0,30904,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
870,870,0,27432,1,1,0,26763,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
871,871,0,27410,1,1,0,29733,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
872,872,0,31681,1,1,0,30659,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
873,873,0,26541,1,1,0,29343,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
874,874,0,28670,1,1,0,29437,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
875,875,0,30164,1,1,0,32612,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
876,876,0,28798,1,1,0,34060,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
877,877,0,28365,1,1,0,31363,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
878,878,0,30025,1,1,0,47048,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
879,879,0,29031,1,1,0,46046,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
880,880,0,28682,1,1,0,44170,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
881,881,0,28042,1,1,0,39223,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
882,882,0,28516,1,1,0,48667,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
883,883,0,28723,1,1,0,50024,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
884,884,0,27289,1,1,0,39334,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
885,885,0,28145,1,1,0,22535,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
886,886,0,26121,1,1,0,23847,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
887,887,0,27046,1,1,0,24065,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
888,888,0,24820,1,1,0,21777,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
889,889,0,24031,1,1,0,26423,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
890,890,0,28847,1,1,0,41369,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
891,891,0,31464,1,1,0,36554,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
892,892,0,33200,1,1,0,31633,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
893,893,0,35781,1,1,0,30669,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
894,894,0,34818,1,1,0,31037,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
895,895,0,33406,1,1,0,32526,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
896,896,0,34308,1,1,0,38643,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
897,897,0,34082,1,1,0,27929,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
898,898,0,35374,1,1,0,29448,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
899,899,0,32768,1,1,0,30232,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
900,900,0,35362,1,1,0,34076,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
901,901,0,32905,1,1,0,35282,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
902,902,0,42024,1,1,0,31212,3,1,1,0,"Active","Active","Stream Beat","Stream Beat"
